id,message,created_time,permalink_url,post_impressions
425421338250110_1180249462767290,"When Patrick Mason, Julian Muller and Cybersex hit our Courtyard, you know it's going to be a perfect storm. They will be joined by VESELKA’s Stas Twee from Ukraine and the two genre-bending Berlin Dutchies Estella Boersma and Nick Moody. Brace yourself for a wild Sunday at Lofi 🌪

Lofi Sundays with Patrick Mason, Julian Muller, Cybersex, S.A. Tweeman, Estella Boersma, Nick Moody
Tickets: https://eventix.shop/fvgtu49d",2022-07-07T13:47:31+0000,https://www.facebook.com/425421338250110/posts/1180249462767290/,12
425421338250110_1179023612889875,"Big one incoming! Perc and Somewhen will make their debut in our Courtyard on Sunday, August 14. Powerful support comes from the Dutch rising star Cynthia Spiering and Aziez Kassim 💥

Lofi Sundays with Perc, Somewhen, Cynthia Spiering, Aziez Kassim
Tickets: https://eventix.shop/9gxqgb42",2022-07-05T15:14:40+0000,https://www.facebook.com/425421338250110/posts/1179023612889875/,16
425421338250110_1178320449626858,"PALET is coming to our Courtyard on Saturday July 16 🔴🟡🔵

PALET @ LOFI
// Alison Swing
// Arp Frique (live)
// BELLA
// Berkan V8
// Eilleen
// Kalle
// The Rising Sunset
// YUNG DADA

Tickets via: https://eventix.shop/zgq6b6gn",2022-07-04T12:53:53+0000,https://www.facebook.com/425421338250110/posts/1178320449626858/,11
425421338250110_1176361663156070,"This is the timetable for Vault Sessions in our Courtyard tomorrow 🔒

RUNNING ORDER
13:00 - 15:00 - I-RO
15:00 - 17:00 - Lea Occhi
17:00 - 19:00 - Lars Huismann
19:00 - 21:00 - Cleric b2b Tommy Holohan
21:00 - END  - Daria Kolosova

Vault Sessions // July Weekender
Tickets: https://eventix.shop/rnnvw9ya",2022-07-01T13:29:27+0000,https://www.facebook.com/425421338250110/posts/1176361663156070/,12
425421338250110_1175754149883488,"Dutch house heavyweights Benny Rodrigues and De Sluwe Vos are coming to our Courtyard on Saturday July 30. Get ready to shake your hips with us 💃

Lofi with Benny Rodrigues, De Sluwe Vos, Bella, Tensen
Tickets: https://eventix.shop/4987rrjn",2022-06-30T14:17:43+0000,https://www.facebook.com/425421338250110/posts/1175754149883488/,10
425421338250110_1175190983273138,Our Courtyard was once again filled with pure vibes last Sunday. Shout out to the artists and everyone who showed up to have a dance with us ✨,2022-06-29T16:35:39+0000,https://www.facebook.com/425421338250110/posts/1175190983273138/,13
425421338250110_1172823230176580,"This is the running order for the Courtyard session of today. Final tickets are available online and at the door, see you on the dancefloor ❤️‍🔥

RUNNING ORDER
13:00 - 15:00 // Beste Hira
15:00 - 17:00 // Nick Moody
17:00 - 19:00 // Lobster
19:00 - 21:00 // Dimi Angélis
21:00 - End // The Lady Machine",2022-06-26T10:18:07+0000,https://www.facebook.com/425421338250110/posts/1172823230176580/,9
425421338250110_1172384383553798,"Today and tonight are all about Festimi 🌸

Tickets will be sold at the door from 22:00 onwards, following the 'one out, one in' principle.

Unfortunately, Paquita Gordon can't make it tonight due to COVID and Tsepo will be replacing her. We wish her a speedy recovery 💛",2022-06-25T17:02:15+0000,https://www.facebook.com/425421338250110/posts/1172384383553798/,11
425421338250110_1170986870360216,"The timetable for tomorrow with Helena Hauff, Parrish Smith, Gabber Modus Operandi and more is here! We start the night in our Courtyard with various live performances and we'll move inside during the night for some cutting edge electronic music 
 
COURTYARD
20:00 - 21:30 Marcelle
21:30 - 22:15 Uwalmassa (live)
22:15 - 23:00 Nakibembe Xylophone Troupe (live)

WAREHOUSE
23:00 - 00:00 Arakaza
00:00 - 01:00 Scotch Rolex ft. MC Yallah
01:00 - 02:00 Gabber Modus Operandi ft. Wahono x Nakibembe Xylophone Troupe
02:00 - 03:30 Helena Hauff
03:30 - 05:00 Parrish Smith",2022-06-23T13:35:53+0000,https://www.facebook.com/425421338250110/posts/1170986870360216/,9
425421338250110_1170298537095716,"On Friday night, Helena Hauff and Parrish Smith are coming to our Warehouse! The queen and prince of dark relentless techno-punk will be accompanied by Gabber Modus Operandi and a whole range of cutting-edge (live) acts for CTM x Holland Festival.

Tickets are available via: https://eventix.shop/x44c4jzd",2022-06-22T12:30:18+0000,https://www.facebook.com/425421338250110/posts/1170298537095716/,10
425421338250110_1169703750488528,"On Saturday the 23rd of July, VBX will take over our Courtyard by day and our Warehouse by night. They invited Francesco Del Garda aka The Wizard, Panorama Bar residents Ryan Elliott, Sedef Adasi and many more 🌅

VBX @ Lofi

Tickets are available via: https://shop.eventix.io/4830a0bf-a5df-4aef-8f5d-cfa3161a5091/",2022-06-21T13:34:48+0000,https://www.facebook.com/425421338250110/posts/1169703750488528/,12
425421338250110_1167627950696108,"In a few hours we will open our doors for Spielraum and their community. Please take notice of the rules below if you are planning to visit the event. See you on the dancefloor ✨

// Our doors open at 16:00 and close at 02:00.

// 250 tickets will be sold at the door for 21 euros.

// People from the LGBTQIA+ community have an absolute priority in getting in.

// If you have a presale ticket, check the entrance timeslot. You can stay until the end with every ticket.

// Please note that having a ticket for Spielraum does not guarantee entrance. Our door hosts and security staff retain the right to refuse entry. Naturally, we will arrange a refund for you.

// Take care of yourselves, your friends and the people around you. We advise you to rest and eat when your body tells you to. There is food available in the courtyard. 

// It's going to be warm, hydrate yourselves but don't drink too much water as this can be dangerous. Stick to one glass per hour. We'll make sure there's sunscreen, shadow and free water. 

// Protect your ears, bring earplugs or buy them at the club.

// If you see or experience any unwanted attention, contact, harassment or behaviour of any kind that makes you uncomfortable, don't hesitate to notify the awareness team.

// Please respect the no photo and video policy. We'll put a sticker on your phone's cameras at the entrance. We retain the right to and will remove you from the venue if we see you taking pictures.",2022-06-18T10:45:50+0000,https://www.facebook.com/425421338250110/posts/1167627950696108/,18
425421338250110_1167160404076196,One week left. Get your tickets while they last: https://eventix.shop/x44c4jzd ⚡️,2022-06-17T17:07:42+0000,https://www.facebook.com/1171958854934672/videos/373084524812158,1547
425421338250110_1165705174221719,"Frenzy will take over our Courtyard on Sunday July 24! They are bringing Nihad Tule, Abstract Division, Grace Dahl, Laura van Hal, Isaiah, Beau Didier and Vromo along with them to end the weekend in style 👯‍♀️

Tickets are available via: https://eventix.shop/zqvx922e
Frenzy x Lofi Sundays",2022-06-15T14:14:40+0000,https://www.facebook.com/425421338250110/posts/1165705174221719/,13
425421338250110_1165111560947747,"Vault Sessions starts their July weekender on Saturday July 2nd in our Courtyard with Daria Kolosova, Cleric, Tommy Holohan, Lea Occhi, Lars Huismann and I-RO. Get ready for a marathon sessions, Amsterdam style 🏃‍♀️

Vault Sessions // July Weekender",2022-06-14T15:05:42+0000,https://www.facebook.com/425421338250110/posts/1165111560947747/,19
425421338250110_1163724534419783,"We’re ready for round 2! Deniro and stranger will play a 6-hour b2b set in our Courtyard alongside Alienata and Thrills in +41 ❤️‍🔥

Tickets are available online and at the door. See you on the dancefloor!",2022-06-12T12:10:50+0000,https://www.facebook.com/425421338250110/posts/1163724534419783/,313
425421338250110_1162576784534558,"Iceland's best looking artist Bjarki is coming to our Courtyard on Sunday July 17, alongside his friends Volruptus (live) and Falco Heres and the enigmatic Nelly - NL from Rotterdam. Strap in for a high-energy day of wicked electro and mindboggling beats 🤯

Lofi Sundays with Bjarki (3hr set), Volruptus (live), Nelly, Falco Heres
Tickets: https://eventix.shop/jqffbjck",2022-06-10T15:34:57+0000,https://www.facebook.com/425421338250110/posts/1162576784534558/,9
425421338250110_1161903707935199,"Get ready for a very special 6 hour back-to-back set in our urban jungle Courtyard by Deniro and stranger. Accompanied by Alienata and Thrills in +41, this simply can’t be missed 🦖

Tickets: https://eventix.shop/j3w3z9ej",2022-06-09T14:57:44+0000,https://www.facebook.com/425421338250110/posts/1161903707935199/,11
425421338250110_1161229258002644,"Berlin's The Lady Machine will be closing our Courtyard on 26th of June! Alongside Amsterdam hero's Dimi Angélis, Beste Hira, Lobster and Nick Moody. Expect the best of both cities during an intimate, yet wild open-air Sunday session ⚙️

Lofi Sundays with The Lady Machine, Dimi Angelis, Lobster, Nick Moody, Beste Hira

As previously mentioned Cristoph Faust's gig in Lofi will be postponed till further notice.",2022-06-08T15:13:26+0000,https://www.facebook.com/425421338250110/posts/1161229258002644/,56
425421338250110_1160521704740066,"For June 19th we've prepared an eclectic Sunday action-packed with forward-thinking techno, jungle, UK bass & broken beats in our sunlit Courtyard with Pariah, Kangding Ray, K E S S L E R, Jasmín and Tarra.

Lofi Sundays with TBA, Kangding Ray, Jasmín, Kessler, Tarra",2022-06-07T15:10:23+0000,https://www.facebook.com/425421338250110/posts/1160521704740066/,10
425421338250110_1157978951661008,"We're ready for Holland Festival with Philou Louzolo, Blue Lab Beats, Pink Oculus, Nedda Sou, Esa and Catu Diosis. A night filled with live acts, DJs and a mix of different music styles. Tickets are available online and at the door 🎭",2022-06-03T16:01:38+0000,https://www.facebook.com/425421338250110/posts/1157978951661008/,12
425421338250110_1157181835074053,"This is the running order for Friday, an night filled with live acts, DJs and a mix of different music styles provided by: Philou Louzolo, Blue Lab Beats, Pink Oculus, Nedda Sou, Esa and Catu Diosis 🎭

Tickets are available online and at the door. When you are no older than 39, you can buy your tickets for €10 at

https://tickets.hollandfestival.nl/nl/saleflow/event/eec5549a-e693-ec11-8374-8c994ffc61bc/auto/area/20b428ba-d093-ec11-8374-8c994ffc61bc/select

Holland Festival x Lofi with Philou Louzolo, Esa, Catu Diosis & more
22:00 - 23:20 Nedda Sou
23:20 - 00:05 Blue Lab Beats
00:05 - 01:00 Catu Diosis
01:00 - 01:45 Pink Oculus
01:45 - 03:30 Esa
03:30 - 05:00 Philou Louzolo",2022-06-02T12:31:14+0000,https://www.facebook.com/425421338250110/posts/1157181835074053/,17
425421338250110_602258881543088,,2022-06-01T17:18:01+0000,https://www.facebook.com/425421338250110/posts/602258881543088/?substory_index=602258881543088,5
425421338250110_1156699308455639,"Summer vibes in June at Lofi with SPIELRAUM, KI/KI, Helena Hauff, Deniro, stranger, parrish smith, Kangding Ray, Festimi, SlapFunk Records, CTM Festival, Nick Moody & more ☀️

03.06 // Holland Festival x Lofi with Philou Louzolo, Esa, Catu Diosis & more
11.06 // Slapfunk 10 Year Tour - Amsterdam
12.06 // Lofi Sundays with Deniro b2b stranger (6hr set), Alienata, Thrills in +41
18.06 // SPIELRAUM - DAY AND NIGHT 1
19.06 // Lofi Sundays with TBA, Kangding Ray, Jasmín, Kessler, Tarra
24.06 // Holland Festival x Lofi x CTM with Helena Hauff, Parrish Smith & more
25.06 // 𝐅𝐞𝐬𝐭𝐢𝐦𝐢 | 𝐈𝐧 𝐋𝐢𝐠𝐡𝐭 𝐚𝐧𝐝 𝐍𝐢𝐠𝐡𝐭 | 𝐋𝐨𝐟𝐢
26.06 // Lofi Sundays with Dimi Angelis, Lobster, Nick Moody, Beste Hira

Track: Deniro - The Penal Colony 2",2022-06-01T16:50:02+0000,https://www.facebook.com/1171958854934672/videos/562186301980134,2462
425421338250110_1154365302022373,"It's Sunday Funday! For the last few weeks, this meant gathering in our Courtyard and dancing the weekend away in the sun. Unfortunately, the weather turns out to be rainy today. Because of that, we have decided to move the party indoors for a daytime warehouse rave. 

This is the running order for today, see you on the dancefloor ❤️‍🔥

13:00 - 15:00 Hitam
15:00 - 17:00 Mirella Kroes
17:00 - 19:00 JEANS
19:00 - 21:00 Woody92
21:00 - 23:00 Talismann",2022-05-29T08:37:49+0000,https://www.facebook.com/425421338250110/posts/1154365302022373/,11
425421338250110_1153871258738444,"Today we gather for HACIENDA x LOFI | DAYTIME PARTY 28.05 ✨

Tickets are available online and at the door.",2022-05-28T12:58:33+0000,https://www.facebook.com/425421338250110/posts/1153871258738444/,10
425421338250110_1153283115463925,"Another weekend, another session in our Courtyard ❤️‍🔥

SA // HACIENDA x LOFI | DAYTIME PARTY 28.05
SU // Lofi Sundays with Talismann, Mirella Kroes, Woody92, JEANS, Hitam",2022-05-27T16:11:17+0000,https://www.facebook.com/425421338250110/posts/1153283115463925/,12
425421338250110_1151331088992461,"SlapFunk Records is throwing their 10th anniversary party at Lofi on the 11th of June. They will take the party from the day into the night for 16 hours of slappin' the funk 💃 

Tickets are available now via: Slapfunk 10 Year Tour - Amsterdam",2022-05-24T18:02:19+0000,https://www.facebook.com/425421338250110/posts/1151331088992461/,67
425421338250110_1149085122550391,"Our Courtyard is about to open for another weekend of pure vibes ❤️‍🔥

Tickets are available online and at the door. See you on the dancefloor 💃",2022-05-21T08:01:35+0000,https://www.facebook.com/425421338250110/posts/1149085122550391/,8
425421338250110_1148528595939377,"Can't get enough of these vibes in our Courtyard! We hope to see you again this weekend as it won't be so great without you ❤️‍🔥

SA // Lofi with David Vunk, Perdu, Tjade, Alberta Balsam, KAT
SU // Orphic #008 | Lofi

Track: Talismann - Jylya",2022-05-20T13:49:33+0000,https://www.facebook.com/1171958854934672/videos/571643960949750,3003
425421338250110_1147875596004677,"Helena Hauff, parrish smith, Gabber Modus Operandi and various other acts are coming to Lofi for Holland Festival x Lofi x CTM. This will be an unusual club night where night culture and performing arts meet. Expect live acts, DJ's and a fusion of various music styles 🌀",2022-05-19T14:12:21+0000,https://www.facebook.com/425421338250110/posts/1147875596004677/,19
425421338250110_1147216359403934,"With Christoph Faust and Dimi Angélis, we'll have a crossover between pounding grooves from Berlin and Amsterdam in our Courtyard. They are backed by the rising forces Lobster, Beste Hira and Nick Moody. 

Expect the best both cities during an intimate, yet wild open-air Sunday session at Lofi Sundays with Christoph Faust, Dimi Angelis, Lobster, Nick Moody, Beste Hira ⚡️",2022-05-18T14:54:34+0000,https://www.facebook.com/425421338250110/posts/1147216359403934/,592
425421338250110_1146543092804594,"Top-notch homegrown selectors Deniro and stranger are teaming up for a very special 6 hour back-to-back set in our urban jungle Courtyard. Accompanied by the enigmatic Alienata and Utrecht’s own Thrills in +41, this simply can’t be missed 🦖

Lofi Sundays with Deniro b2b stranger (6hr set), Alienata, Thrills in +41",2022-05-17T14:09:41+0000,https://www.facebook.com/425421338250110/posts/1146543092804594/,18
425421338250110_1145953076196929,"Holland Festival and Lofi will be exploring the fringes and grey areas where night culture and performing arts meet. A night where boundaries and rules become blurry, and everyone is free to be themselves. We invite you to experience unusual live acts, DJs and a fusion of various exciting music styles at Holland Festival x Lofi 🎭",2022-05-16T15:12:09+0000,https://www.facebook.com/425421338250110/posts/1145953076196929/,11
425421338250110_1143327766459460,"It's almost time for yet another sunny gathering in our open-air Courtyard ☀️ This is the running order for the weekend!

SA // Lofi with Quest, Spokenn, Andy Luff and more
SU // Lofi Sundays with Jensen Interceptor, Afra, Mad Miran and Alex Ranzino",2022-05-12T16:36:18+0000,https://www.facebook.com/425421338250110/posts/1143327766459460/,11
425421338250110_1142069396585297,"It's always a blessing to have DAVID VUNK with us at Lofi. This time he will make his outdoor debut in our Courtyard alongside Alberta Balsam, KAT, Perdu and Tjade. Get ready to put on your dancing shoes 💃

Lofi with David Vunk, Perdu, Tjade, Alberta Balsam, KAT",2022-05-10T17:43:44+0000,https://www.facebook.com/425421338250110/posts/1142069396585297/,11
425421338250110_1140487216743515,"Today we dance with PAX-ROMANA and their community in our Courtyard. Final tickets are available online and at the door, make sure to read the house rules before you head over ❤️‍🔥

PAX-ROMANA x Lofi Sundays",2022-05-08T11:07:35+0000,https://www.facebook.com/425421338250110/posts/1140487216743515/,20
425421338250110_1139807860144784,"Our Courtyard is open and we are ready to welcome you on our dancefloor for Lofi with Kamma & Masalo, Alex From Tokyo, Kleo, Wendel Sield ☀️",2022-05-07T11:36:58+0000,https://www.facebook.com/425421338250110/posts/1139807860144784/,13
425421338250110_1139271363531767,"We just barely recovered from Liberté Liberté yesterday, but we are already looking forward to the next gathering. This is the running order for Saturday, see you on the dancefloor 💃

Lofi with Kamma & Masalo, Alex From Tokyo, Kleo, Wendel Sield",2022-05-06T14:53:18+0000,https://www.facebook.com/425421338250110/posts/1139271363531767/,12
425421338250110_1138519113606992,Liberté Liberté is returning to our open-air courtyard today for an intimate celebration of freedom 🕊,2022-05-05T10:20:18+0000,https://www.facebook.com/425421338250110/posts/1138519113606992/,10
425421338250110_1138052720320298,"The opening of our Courtyard last Sunday was such a vibe 🥵 We can't wait to get back on the dancefloor this weekend.

SA // Lofi with Kamma & Masalo, Alex From Tokyo, Kleo, Wendel Sield
SU // PAX-ROMANA x Lofi Sundays",2022-05-04T16:57:17+0000,https://www.facebook.com/1171958854934672/videos/531464228379921,4238
425421338250110_1135822110543359,Our Courtyard is open 🌴,2022-05-01T12:00:53+0000,https://www.facebook.com/425421338250110/posts/1135822110543359/,8
425421338250110_1135208417271395,"We're about to kick off the outdoor season! This is the full program for May, see you on the dancefloor 💃

01.05 // Lofi Sundays - Courtyard Opening
05.05 // Liberté Liberté
07.05 // Lofi with Kamma & Masalo, Alex From Tokyo, Kleo, Wendel Sield
08.05 // PAX-ROMANA x Lofi Sundays
14.05 // Lofi with Quest, Spokenn, Andy Luff and more
15.05 // Lofi Sundays with Jensen Interceptor, Afra and more
21.05 // Lofi with David Vunk, Perdu, Tjade, Alberta Balsam, KAT
22.05 // Orphic #008 | Lofi
28.05 // HACIENDA x LOFI | DAYTIME PARTY 28.05
29.05 // Lofi Sundays with Talismann, Mirella Kroes, Woody92, JEANS, Hitam

Track: Flits - My Style",2022-04-30T12:59:50+0000,https://www.facebook.com/1171958854934672/videos/704338924335558,2354
425421338250110_1134616383997265,Get ready to end the weekend with pounding grooves and hypnotising rhythms during an intimate outdoor gathering on the final Sunday of May ✨,2022-04-29T14:39:37+0000,https://www.facebook.com/425421338250110/posts/1134616383997265/,8
425421338250110_1130766607715576,"We are ready for a 12-hour musical journey over our Funktion One system by Donato Dozzy, Marco Shuttle, GiGi FM and more. This will be the last warehouse rave before we kick-off the outdoor season in our Courtyard, so come early and stay late ✨",2022-04-23T13:42:04+0000,https://www.facebook.com/425421338250110/posts/1130766607715576/,15
425421338250110_1129480001177570,"The timetable for Lofi with Donato Dozzy, Marco Shuttle, GiGi FM, Ben Buitendijk, Julie is here ⚡️This Saturday, they will take over our warehouse for a 12-hour session of high-quality techno.",2022-04-21T11:22:30+0000,https://www.facebook.com/425421338250110/posts/1129480001177570/,18
425421338250110_1128254591300111,Another intimate outdoor gathering incoming! Orphic #008 | Lofi ⛓ We're happy to welcome them and their community in our new Courtyard for a Sunday session. Tickets will go on sale on Friday at 18:00.,2022-04-19T12:21:35+0000,https://www.facebook.com/425421338250110/posts/1128254591300111/,10
425421338250110_1126952424763661,"It is time for the Easter Sunday Mass by IsBurning, who are closing their 8-year anniversary weekender at Lofi. See you on the dancefloor ❤️‍🔥

// IsBurning is an organisation by the lgbtqia+ community, for the lgbtqia+ community.

// We strive for a safer and inclusive space at all times and do not tolerate any type of discrimination. Don't be phobic, be empathic.

// If you are being harassed, feel unsafe or if you don't feel well, please contact the staff. Please take care of yourself and others. If you want to share anything confidentially, do not hesitate to slide in our DM's.

// A ticket doesn't guarantee entry if we think you are a danger to yourself or to others.

// Tickets at the door are €30.

// Our doors are open at 16:00 and the weather is going to be great, the terrace will be open all day so treat yourself and come early.",2022-04-17T09:31:43+0000,https://www.facebook.com/425421338250110/posts/1126952424763661/,8
425421338250110_1126434631482107,"We can't wait to kick off the outdoor season in our renewed Courtyard area. For the opening on May 1st, we invited Daria Kolosova, Patrick Mason and others 🌸

All of the following events will take place during the day and outdoors unless the weather is bad, then we will move the party inside.

01/05 - Lofi Sundays - Courtyard Opening
05/05 - Liberté Liberté
07/05 - Lofi with Kamma & Masalo, Alex From Tokyo, Kleo, Wendel Sield
08/05 - PAX-ROMANA x Lofi Sundays
14/05 - Lofi with Quest, Spokenn, Andy Luff and more
15/05 - Lofi Sundays with Jensen Interceptor, Afra and more
21/05 - Lofi with David Vunk and more
22/05 - Orphic x Lofi Sundays
28/05 - HACIENDA x LOFI | DAYTIME PARTY 28.05
29/05 - Lofi Sundays with Talismann, Mirella Kroes and more",2022-04-16T14:35:51+0000,https://www.facebook.com/425421338250110/posts/1126434631482107/,45
425421338250110_1125843921541178,"We're getting ready for Lofi with Quest, Spokenn, Andy Luff and more. Another intimate outdoor gathering in our newly opened Courtyard ☀️💐",2022-04-15T16:07:20+0000,https://www.facebook.com/425421338250110/posts/1125843921541178/,7
425421338250110_1125659781559592,Only two more days until 8 Years IsBurning at Lofi! We can’t think of a better way to celebrate Easter 🐰,2022-04-15T10:06:32+0000,https://www.facebook.com/425421338250110/posts/1125659781559592/,8
425421338250110_1125183728273864,"Lofi favourites KAMMA & Masalo bringing along friends Alex From Tokyo, Kléo and Wendel Sield for the intimate outdoor gathering Lofi with Kamma & Masalo, Alex From Tokyo, Kleo, Wendel Sield ❤️‍🔥",2022-04-14T14:57:17+0000,https://www.facebook.com/425421338250110/posts/1125183728273864/,8
425421338250110_1124592198333017,Last weekend was more than we could have hoped for. Thanks to all the dancers who joined the party and the Festimi crew. We hope to see you all back soon! This Sunday we open our doors for an Eastern gathering with 8 Years IsBurning at Lofi 😈,2022-04-13T15:33:29+0000,https://www.facebook.com/425421338250110/posts/1124592198333017/,14
425421338250110_1124020818390155,"It's time for a new adventure, therefore we are happy to announce that PAX-ROMANA will be taking over our Courtyard on Sunday May 8th, which is truly one of a kind in Amsterdam and perfect for an intimate outdoor gathering. As you’ve come to expect from us, it will get hot and sweaty 💦

PAX-ROMANA x Lofi Sundays",2022-04-12T16:44:34+0000,https://www.facebook.com/425421338250110/posts/1124020818390155/,8
425421338250110_1122445095214394,Yesterday was incredible! Thanks to all who visited day one of 𝐅𝐄𝐒𝐓𝐈𝐌𝐈 | 𝐖𝐄𝐄𝐊𝐄𝐍𝐃𝐄𝐑 | 𝐋𝐎𝐅𝐈. We can’t wait to welcome you back in a few hours for day two. Final tickets: https://eventix.shop/3q35q4cc,2022-04-10T08:23:18+0000,https://www.facebook.com/425421338250110/posts/1122445095214394/,6
425421338250110_1121798735279030,"Today is day one of 𝐅𝐄𝐒𝐓𝐈𝐌𝐈 | 𝐖𝐄𝐄𝐊𝐄𝐍𝐃𝐄𝐑 | 𝐋𝐎𝐅𝐈! We have been looking forward to this one for a while. Unfortunately, today is completely sold out, but the final tickets for Sunday are available via https://eventix.shop/3q35q4cc 💃",2022-04-09T07:36:35+0000,https://www.facebook.com/425421338250110/posts/1121798735279030/,70
425421338250110_1121377428654494,"We will host a very special ‘Lofi with’ on the 23rd of April. Donato Dozzy has been topping our wish list since forever. A true multi-talent whose artistic talents reach far beyond the booth. Something we hold in high regard at Lofi. But first and foremost, we can wait to experience his first set at Lofi with Donato Dozzy, Marco Shuttle, GiGi FM, Ben Buitendijk, Julie ⚡️",2022-04-08T15:31:00+0000,https://www.facebook.com/425421338250110/posts/1121377428654494/,59
425421338250110_1120602302065340,"Reaktor Events was absolute bliss. A big thank you to both organization and visitors for this mesmerizing night. Up next: Festimi. This Saturday is completely sold out, but a few Sunday tickets are still available. Hope to welcome you back soon 🖤",2022-04-07T09:56:25+0000,https://www.facebook.com/1171958854934672/videos/480119207131724,2128
425421338250110_1120093395449564,"This weekend, our long time neighbours and friends of Festimi make their debut at Lofi. Saturday is sold out, the last tickets for Sunday are available via: https://eventix.shop/3q35q4cc

𝐅𝐄𝐒𝐓𝐈𝐌𝐈 | 𝐖𝐄𝐄𝐊𝐄𝐍𝐃𝐄𝐑 | 𝐋𝐎𝐅𝐈 💃",2022-04-06T13:37:23+0000,https://www.facebook.com/425421338250110/posts/1120093395449564/,6
425421338250110_1117458279046409,"In a few hours we are opening our warehouse for Reaktor Lofi w/ DVS1, Rene Wise, Deniro & more. Are you ready to enter the dragon? 🐉

// Final tickets are available at the door. 

// The doors close at 01:00 and we have an out=out policy.

// We kindly ask you to enjoy the moment and leave your phones off the dancefloor. So no pictures, no videos and no phones.

// We don't tolerate any form of racism, sexism, homophobia or transphobia. Are you feeling unsafe? Please talk to the (bar) staff or security and we will act accordingly.

// There are big and small lockers available. Food will be available at the venue. You can't buy cigarettes at Lofi.",2022-04-02T11:48:09+0000,https://www.facebook.com/425421338250110/posts/1117458279046409/,11
425421338250110_1116814182444152,"We want to invite you to Lofi Sundays - Courtyard Opening on the 1st of May. We’ve invited a special selection of artists, who have been topping our wish list since forever, to celebrate this joyous occasion with us ☀️

// Beste Hira
// Daria Kolosova
// Flits
// Patrick Mason
// Spekki Webu",2022-04-01T12:06:56+0000,https://www.facebook.com/425421338250110/posts/1116814182444152/,32
425421338250110_1116245859167651,"After COVID ruined our plans last summer, Reaktor Events is finally coming to Lofi this weekend for a 12-hour marathon. This is the running order 💥

Reaktor Lofi w/ DVS1, Rene Wise, Deniro & more

17:00 - 19:00 Laura van Hal
19:00 - 20:45 Olivia Mendez
20:45 - 22:30 Quelza 
22:30 - 00:30 Deniro
00:30 - 02:30 Rene Wise
02:30 - 05:00 DVS1",2022-03-31T15:26:15+0000,https://www.facebook.com/425421338250110/posts/1116245859167651/,8
425421338250110_1114901299302107,"The past month at Lofi was something special, thanks to all the artists and dancers. We're proud to announce our full program for April and are looking forward to seeing you on our dancefloor ✨

02.04 // Reaktor Lofi w/ DVS1, Rene Wise, Deniro & more
09.04 // 𝐅𝐄𝐒𝐓𝐈𝐌𝐈 | 𝐖𝐄𝐄𝐊𝐄𝐍𝐃𝐄𝐑 | 𝐋𝐎𝐅𝐈
17.04 // 8 Years IsBurning at Lofi
23.04 // Lofi with Donato Dozzy, Marco Shuttle, GiGi FM, Ben Buitendijk, Julie",2022-03-29T14:14:21+0000,https://www.facebook.com/1171958854934672/videos/369496815057411,1984
425421338250110_1113523669439870,"Every time KI/KI visits Lofi, the energy on the dancefloor is unparalleled ⚡️",2022-03-27T09:03:15+0000,https://www.facebook.com/425421338250110/posts/1113523669439870/,5
425421338250110_1111600896298814,"We are delighted to announce Lofi with Donato Dozzy, Marco Shuttle, GiGi FM, Ben Buitendijk, Julie. A night of techno maestros in an atmospheric warehouse setting 🔹

Tickets: https://eventix.shop/wsezbsrc",2022-03-24T12:01:52+0000,https://www.facebook.com/425421338250110/posts/1111600896298814/,7
425421338250110_1110453059746931,"Nothing but pure vibes on the dancefloor when Hunee steps into the booth ✨

We're closed this weekend, but next week we are back for Reaktor Lofi w/ DVS1, Rene Wise, Deniro & more.",2022-03-22T15:39:02+0000,https://www.facebook.com/425421338250110/posts/1110453059746931/,8
425421338250110_1107979806660923,"Lofi with Hunee, Kennedy, Sassy J is sold out! There are still some tickets left for Lofi with Dina, JEANS, KI/KI, Sarkawt Hamad on Sunday. Unfortunately, Hyperaktivist can't join the gathering because of issues with her passport and Viscerale can't join us because she just got COVID. We hope both will be able to join us again soon 🤍 For now, DINA - ‿ will replace them and KI/KI will play an extended closing set.

See you on the dancefloor!",2022-03-18T16:13:20+0000,https://www.facebook.com/425421338250110/posts/1107979806660923/,13
425421338250110_1107241793401391,"We're slowly getting ready for another gathering on our new dancefloor. This is the running order for the weekend, hope to see you there ✨

Saturday // Lofi with Hunee, Kennedy, Sassy J
Sunday // Lofi with JEANS, KI/KI, Sarkawt Hamad, Viscerale",2022-03-17T13:47:22+0000,https://www.facebook.com/425421338250110/posts/1107241793401391/,5
425421338250110_1106676483457922,"The atmosphere in Lofi is unequalled when Hunee takes control of the dancefloor. This Saturday, he is making his return for Lofi with Hunee, Kennedy, Sassy J.

Tako was supposed to play instead of Kennedy. Unfortunately, he's unable to travel due to personal reasons. We hope he will be better soon 🤍",2022-03-16T16:41:53+0000,https://www.facebook.com/425421338250110/posts/1106676483457922/,5
425421338250110_1106028216856082,"We are more than satisfied with the intimate vibes on our new dancefloor last weekend, thanks for being a part of it! Luckily we can do this all over again in a few days. 

Saturday // Lofi with Hunee, Sassy J, Tako
Sunday // Lofi with Hyperaktivist, JEANS, KI/KI, Sarkawt Hamad, Viscerale",2022-03-15T16:26:17+0000,https://www.facebook.com/425421338250110/posts/1106028216856082/,4
